,PlatformWindows,PlatformLinux,PlatformMac,GenreIsNonGame 
2825,True,False,False,False
2826,True,True,True,False
2827,True,False,False,False
2828,True,False,False,False
2830,True,False,True,False
2831,True,False,False,False
2832,True,True,True,False
2834,True,False,True,False
2836,True,True,True,False
2837,True,True,True,False
2838,True,False,True,False
2839,True,False,False,False
2840,True,True,True,False
2841,True,True,True,False
2842,True,False,False,False
2843,True,False,False,False
2844,True,False,False,False
2845,True,True,True,False
2846,True,False,False,False
2847,True,False,False,False
2848,True,True,True,False
2849,True,False,False,False
2850,True,True,True,False
2851,True,True,True,False
2852,True,False,False,False
2853,True,False,False,False
2854,True,False,False,False
2855,True,False,True,False
2856,True,False,False,False
2857,True,False,False,False
2858,True,False,False,False
2859,True,True,True,False
2860,True,True,True,False
2861,True,True,True,False
2862,True,False,False,False
2863,True,False,False,False
2864,True,True,True,False
2865,True,True,True,False
2866,True,False,False,False
2867,True,True,True,False
2868,True,False,True,False
2869,True,False,False,False
2870,True,False,False,False
2872,True,False,False,False
2873,True,False,False,False
2874,True,False,True,False
2875,True,False,True,False
2876,True,True,True,False
2877,True,False,True,False
2878,True,False,False,False
2879,True,False,False,False
2880,True,True,True,False
2881,True,False,False,False
2882,True,True,True,False
2883,True,False,False,False
2884,True,True,True,False
2885,True,False,True,False
2886,True,True,True,False
2888,True,True,False,False
2889,True,True,True,False
2890,True,False,False,False
2891,True,True,True,False
2892,True,True,True,False
2893,True,False,False,False
2894,True,False,False,False
2895,True,False,False,False
2896,True,False,False,False
2897,True,True,True,False
2898,True,False,True,False
2899,True,False,False,False
2900,True,True,True,False
2901,True,False,False,False
2902,True,True,True,False
2903,True,False,False,False
2905,True,True,True,False
2906,True,False,False,False
2907,True,False,False,False
2908,True,True,True,False
2909,True,False,False,False
2910,True,True,False,False
2911,True,False,False,False
2912,True,False,True,False
2913,True,False,True,False
2914,True,False,True,False
2915,True,True,True,False
2916,True,False,False,False
2917,True,False,False,False
2918,True,False,False,False
2919,True,False,True,False
2920,True,False,False,False
2921,True,False,True,False
2922,True,True,True,False
2923,True,False,True,False
2924,True,False,True,False
2925,True,False,False,False
2926,True,False,False,False
2927,True,False,False,False
2928,True,True,True,False
2929,True,True,True,False
2930,True,False,False,False
2931,True,False,False,False
2932,True,True,True,False
2933,True,False,False,False
2934,True,False,False,False
2935,True,True,True,False
2936,True,False,False,False
2937,True,True,True,False
2938,True,True,True,False
2939,True,False,False,False
2940,True,True,True,False
2941,True,True,False,False
2942,True,True,True,False
2943,True,False,False,False
2944,True,False,False,False
2945,True,False,False,False
2946,True,False,True,False
2947,True,True,True,False
2948,True,True,True,False
2949,True,False,False,False
2950,True,False,False,False
2951,True,False,False,False
2952,True,False,False,False
2953,True,True,True,False
2954,True,False,False,False
2955,True,False,False,False
2956,True,False,False,False
2958,True,False,False,False
2959,True,False,False,False
2960,True,True,True,False
2961,True,False,False,False
2962,True,False,False,False
2963,True,False,True,False
2964,True,False,False,False
2965,True,False,False,False
2966,True,True,True,False
2967,True,False,False,False
2968,True,False,False,False
2969,True,False,True,False
2970,True,True,True,False
2971,True,True,True,False
2972,True,False,False,False
2973,True,False,False,False
2974,True,False,False,False
2975,True,False,False,False
2976,True,False,True,False
2977,True,False,False,False
2978,True,False,False,False
2979,True,False,False,False
2980,True,True,True,False
2981,True,True,True,False
2982,True,True,True,False
2983,True,False,False,False
2984,True,False,False,False
2985,True,False,False,False
2986,True,False,False,False
2987,True,False,False,False
2988,True,False,False,False
2989,True,False,False,False
2990,True,True,True,False
2991,True,True,True,False
2992,True,False,True,False
2993,True,False,False,False
2994,True,False,False,False
2995,True,True,True,False
2996,True,True,True,False
2997,True,False,False,False
2998,True,False,False,False
2999,True,True,True,False
3000,True,False,False,False
3001,True,False,True,False
3002,True,True,True,False
3003,True,False,False,False
3004,True,False,False,False
3005,True,True,True,False
3006,True,True,True,False
3007,True,False,False,False
3009,True,True,True,False
3010,True,False,True,False
3011,True,False,False,False
3012,True,False,False,False
3013,True,True,True,False
3014,True,False,False,False
3015,True,False,True,False
3016,True,False,False,False
3017,True,True,True,False
3018,True,False,False,False
3019,True,True,True,False
3020,True,False,False,False
3021,True,True,True,False
3022,True,False,False,False
3024,True,False,True,False
3025,True,False,False,False
3026,True,False,False,False
3027,True,True,True,False
3028,True,False,False,False
3030,True,False,True,False
3031,True,True,True,False
3034,True,False,False,False
3035,True,False,False,False
3036,True,True,True,False
3037,True,True,True,False
3038,True,True,True,False
3039,True,True,True,False
3040,True,False,True,False
3041,True,False,False,False
3042,True,False,False,False
3043,True,True,True,False
3044,True,True,True,False
3045,True,True,True,False
3046,True,False,True,False
3047,True,False,True,False
3048,True,True,True,False
3049,True,True,True,False
3050,True,True,True,False
3051,True,False,False,False
3052,True,False,False,False
3053,True,False,False,False
3054,True,True,True,False
3055,True,True,True,False
3056,True,False,False,False
3057,True,True,True,False
3058,True,False,False,False
3059,True,True,True,False
3060,True,False,True,False
3061,True,True,True,False
3062,True,False,False,False
3063,True,False,True,False
3064,True,True,True,False
3065,True,True,True,False
3066,True,False,False,False
3067,True,False,False,False
3068,True,True,True,False
3069,True,False,False,False
3070,True,False,True,False
3071,True,True,True,False
3072,True,True,True,False
3073,True,False,False,False
3074,True,False,False,False
3075,True,False,True,False
3076,True,False,False,False
3077,True,False,True,False
3078,True,True,True,False
3079,True,False,False,False
3080,True,False,False,False
3081,True,False,True,False
3082,True,False,False,False
3083,True,False,False,False
3084,True,False,False,False
3085,True,False,False,False
3086,True,False,False,False
3087,True,True,True,False
3088,True,False,False,False
3089,True,False,False,False
3090,True,False,True,False
3091,True,True,True,False
3092,True,False,False,False
3093,True,True,True,False
3094,True,False,False,False
3095,True,True,True,False
3096,True,False,False,False
3097,True,False,False,False
3098,True,False,False,False
3099,True,False,False,False
3100,True,False,True,False
3101,True,True,True,False
3102,True,True,True,False
3103,True,False,False,False
3105,True,True,True,False
3106,True,False,True,False
3107,True,False,False,False
3108,True,True,True,False
3109,True,True,True,False
3110,True,False,False,False
3111,True,False,False,False
3112,True,False,False,False
3113,True,True,True,False
3114,True,False,False,False
3115,True,False,False,False
3116,True,False,False,False
3117,True,False,False,False
3118,True,False,False,False
3119,True,False,False,False
3120,True,False,False,False
3121,True,False,True,False
3122,True,False,False,False
3123,True,False,False,False
3124,True,False,False,False
3125,True,False,False,False
3126,True,False,False,False
3127,True,False,False,False
3128,True,False,False,False
3129,True,False,False,False
3130,True,False,False,False
3131,True,False,False,False
3132,True,False,False,False
3133,True,True,False,False
3134,True,False,True,False
3135,True,False,False,False
3136,True,True,True,False
3137,True,True,True,False
3138,True,True,True,False
3139,True,True,True,False
3140,True,True,True,False
3141,True,True,True,False
3142,True,False,True,False
3143,True,True,True,False
3144,True,False,False,False
3145,True,True,True,False
3146,True,True,True,False
3147,True,True,True,False
3148,True,False,False,False
3149,True,False,True,False
3150,True,False,False,False
3151,True,True,True,False
3153,True,False,False,False
3154,True,True,True,False
3155,True,True,True,False
3157,True,False,False,False
3158,True,False,True,False
3159,True,True,True,False
3160,True,True,True,False
3161,True,False,True,False
3162,True,False,False,False
3163,True,False,False,False
3164,True,False,False,False
3165,True,False,False,False
3166,True,False,False,False
3167,True,False,False,False
3168,True,False,False,False
3169,True,False,False,False
3170,True,False,False,False
3171,True,False,False,False
3172,True,False,False,False
3173,True,True,True,False
3174,True,False,False,False
3175,True,False,False,False
3176,True,False,False,False
3177,True,False,False,False
3178,True,False,False,False
3179,True,False,False,False
3180,True,False,False,False
3181,True,False,False,False
3182,True,False,False,False
3183,True,False,False,False
3184,True,False,True,False
3185,True,False,True,False
3186,True,False,True,False
3187,True,False,False,False
3188,True,False,False,False
3189,True,False,False,False
3190,True,False,False,False
3191,True,False,False,False
3192,True,False,False,False
3195,True,False,False,False
3196,True,False,False,False
3197,True,False,False,False
3198,True,False,False,False
3199,True,False,False,False
3200,True,False,False,False
3201,True,True,True,False
3202,True,False,True,False
3203,True,True,True,False
3204,True,False,True,False
3205,True,False,True,False
3206,True,False,True,False
3207,True,False,False,False
3208,True,False,False,False
3209,True,False,False,False
3210,True,True,True,False
3211,True,True,True,False
3212,True,False,False,False
3213,True,True,True,False
3214,True,False,False,False
3215,True,False,False,False
3216,True,False,False,False
3217,True,False,False,False
3218,True,False,False,False
3219,True,False,False,False
3223,True,False,False,False
3224,True,True,True,False
3225,True,False,True,False
3226,True,True,True,False
3227,True,False,False,False
3228,True,False,False,False
3229,True,False,False,False
3230,True,False,False,False
3231,True,False,False,False
3232,True,False,False,False
3233,True,True,True,False
3234,True,True,True,False
3235,True,False,True,False
3236,True,False,False,False
3237,True,False,True,False
3238,True,True,True,False
3239,True,True,False,False
3240,True,False,False,False
3241,True,False,False,False
3242,True,True,True,False
3243,True,True,True,False
3244,True,False,False,False
3246,True,False,False,False
3247,True,False,True,False
3248,True,False,False,False
3249,True,False,False,False
3250,True,False,True,False
3251,True,False,True,False
3252,True,False,False,False
3253,True,False,True,False
3254,True,True,True,False
3255,True,False,False,False
3256,True,False,True,False
3258,True,True,True,False
3259,True,True,True,False
3260,True,True,True,False
3261,True,True,True,False
3262,True,True,True,False
3263,True,False,True,False
3264,True,True,True,False
3265,True,False,False,False
3266,True,True,True,False
3267,True,False,True,False
3268,True,False,False,False
3269,True,True,True,False
3270,True,False,True,False
3271,True,True,True,False
3272,True,False,False,False
3273,True,True,True,False
3274,True,False,True,False
3275,True,True,True,False
3276,True,True,True,False
3277,True,False,False,False
3278,True,False,False,False
3279,True,False,False,False
3281,True,False,False,False
3282,True,False,True,False
3283,True,True,True,False
3284,True,False,False,False
3285,True,True,True,False
3286,True,False,False,False
3287,True,True,True,False
3288,True,True,True,False
3289,True,False,False,False
3290,True,False,False,False
3291,True,False,False,False
3292,True,False,False,False
3293,True,False,False,False
3294,True,False,False,False
3295,True,False,False,False
3296,True,False,False,False
3297,True,False,False,False
3298,True,False,False,False
3299,True,False,False,False
3300,True,False,False,False
3301,True,False,True,False
3302,True,False,True,False
3303,True,False,False,False
3304,True,True,True,False
3305,True,False,False,False
3306,True,False,True,False
3307,True,False,False,False
3309,True,True,True,False
3310,True,False,False,False
3311,True,True,True,False
3312,True,False,False,False
3313,True,False,False,False
3314,True,False,False,False
3315,True,True,True,False
3316,True,False,False,False
3317,True,True,True,False
3318,True,False,True,False
3319,True,False,False,False
3320,True,False,False,False
3321,True,False,False,False
3322,True,False,False,False
3323,True,False,False,False
3324,True,False,False,False
3325,True,True,False,False
3326,True,False,False,False
3327,True,True,True,False
3329,True,True,True,False
3330,True,False,False,False
3331,True,True,True,False
3332,True,True,True,False
3333,True,False,False,False
3334,True,False,False,False
3335,True,True,True,False
3336,True,False,False,False
3337,True,False,False,False
3338,True,False,False,False
3339,True,False,False,False
3340,True,True,True,False
3341,True,False,False,False
3342,True,True,True,False
3343,True,False,False,False
3344,True,False,False,False
3345,True,True,False,False
3346,True,True,True,False
3347,True,True,True,False
3348,True,False,False,False
3349,True,False,False,False
3350,True,False,False,False
3351,True,False,False,False
3352,True,False,False,False
3353,True,False,False,False
3354,True,False,False,False
3355,True,False,False,False
3356,True,False,False,False
3357,True,False,False,False
3358,True,False,False,False
3359,True,False,False,False
3360,True,False,False,False
3361,True,False,False,False
3362,True,False,False,False
3363,True,True,True,False
3364,True,True,True,False
3365,True,False,False,False
3366,True,False,False,False
3367,True,False,False,False
3368,True,False,False,False
3369,True,True,True,False
3370,True,True,True,False
3371,True,True,True,False
3372,True,True,True,False
3373,True,True,True,False
3374,True,True,True,False
3375,True,False,False,False
3376,True,False,False,False
3377,True,False,False,False
3378,True,True,True,False
3379,True,False,False,False
3380,True,False,False,False
3381,True,False,False,False
3382,True,False,False,False
3383,True,False,False,False
3384,True,False,True,False
3385,True,False,False,False
3386,True,False,True,False
3387,True,True,True,False
3388,True,True,True,False
3389,True,False,False,False
3391,True,True,True,False
3392,True,True,True,False
3393,True,True,True,False
3394,True,True,True,False
3395,True,True,True,False
3396,True,True,True,False
3397,True,True,True,False
3398,True,True,True,False
3399,True,True,True,False
3400,True,True,True,False
3401,True,False,False,False
3402,True,False,False,False
3403,True,False,False,False
3404,True,False,False,False
3405,True,False,False,False
3406,True,False,False,False
3407,True,False,False,False
3408,True,False,True,False
3409,True,False,False,False
3410,True,True,True,False
3411,True,False,False,False
3412,True,False,True,False
3413,True,False,False,False
3414,True,False,False,False
3415,True,False,False,False
3416,True,False,False,False
3417,True,False,False,False
3418,True,False,False,False
3419,True,False,False,False
3420,True,False,False,False
3421,True,False,False,False
3422,True,False,False,False
3423,True,False,False,False
3424,True,False,True,False
3425,True,True,True,False
3426,True,True,True,False
3427,True,False,False,False
3428,True,True,True,False
3429,True,True,True,False
3430,True,True,True,False
3431,True,False,False,False
3432,True,False,True,False
3433,True,True,True,False
3434,True,False,True,False
3435,True,False,True,False
3436,True,True,True,False
3437,True,True,True,False
3438,True,True,True,False
3439,True,True,True,False
3440,True,True,True,False
3441,True,False,False,False
3442,True,False,False,False
3443,True,True,True,False
3444,True,False,False,False
3445,True,True,True,False
3446,True,False,False,False
3447,True,False,False,False
3448,True,False,False,False
3449,True,False,True,False
3450,True,False,True,False
3451,True,False,False,False
3452,True,True,False,False
3453,True,False,False,False
3454,True,True,True,False
3455,True,False,False,False
3456,True,False,False,False
3457,True,False,False,False
3458,True,False,False,False
3459,True,False,False,False
3460,True,False,False,False
3461,True,False,False,False
3462,True,False,False,False
3463,True,True,False,False
3464,True,False,False,False
3465,True,False,False,False
3466,True,False,False,False
3467,True,False,False,False
3468,True,False,False,False
3469,True,False,True,False
3470,True,False,False,False
3471,True,False,False,False
3472,True,False,True,False
3473,True,True,True,False
3474,True,True,True,False
3475,True,True,True,False
3476,True,False,False,False
3477,True,True,True,False
3478,True,True,True,False
3479,True,False,False,False
3480,True,False,True,False
3481,True,False,True,False
3482,True,True,True,False
3483,True,False,False,False
3484,True,False,False,False
3485,True,True,True,False
3486,True,False,False,False
3487,True,True,True,False
3488,True,True,True,False
3489,True,False,True,False
3490,True,True,True,False
3491,True,False,False,False
3492,True,True,True,False
3493,True,True,True,False
3494,True,False,False,False
3495,True,True,True,False
3496,True,False,False,False
3497,True,True,True,False
3498,True,True,True,False
3500,True,False,False,False
3502,True,False,False,False
3503,True,False,True,False
3504,True,False,True,False
3505,True,False,False,False
3506,True,False,True,False
3507,True,False,True,False
3508,True,False,False,False
3509,True,False,False,False
3510,True,False,False,False
3511,True,False,True,False
3512,True,False,False,False
3513,True,False,False,False
3514,True,False,False,False
3515,True,True,False,False
3516,True,False,False,False
3517,True,False,False,False
3518,True,False,False,False
3519,True,False,False,False
3520,True,False,True,False
3521,True,False,False,False
3522,True,False,False,False
3523,True,False,False,False
3524,True,False,False,False
3525,True,False,False,False
3526,True,False,False,False
3527,True,False,False,False
3528,True,False,False,False
3529,True,False,False,False
3530,True,False,False,False
3531,True,False,False,False
3532,True,False,False,False
3533,True,False,False,False
3534,True,False,False,False
3535,True,False,False,False
3536,True,False,False,False
3537,True,False,False,False
3538,True,False,True,False
3539,True,False,False,False
3540,True,False,False,False
3541,True,False,False,False
3542,True,False,False,False
3543,True,False,False,False
3544,True,True,True,False
3545,True,False,False,False
3546,True,False,True,False
3547,True,False,True,False
3548,True,False,True,False
3549,True,False,False,False
3550,True,False,False,False
3551,True,False,True,False
3552,True,False,True,False
3553,True,True,True,False
3554,True,False,False,False
3555,True,False,True,False
3556,True,True,True,False
3557,True,False,False,False
3558,True,False,False,False
3559,True,True,True,False
3560,True,True,True,False
3561,True,False,True,False
3562,True,False,False,False
3563,True,True,True,False
3564,True,True,True,False
3565,True,False,False,False
3566,True,False,False,False
3567,True,False,True,False
3568,True,False,False,False
3569,True,False,False,False
3570,True,False,False,False
3571,True,False,False,False
3572,True,False,False,False
3573,True,True,True,False
3574,True,False,False,False
3575,True,False,False,False
3576,True,True,True,False
3577,True,True,True,False
3578,True,False,True,False
3579,True,True,True,False
3580,True,False,True,False
3581,True,True,True,False
3582,True,True,True,False
3583,True,False,True,False
3584,True,False,False,False
3585,True,False,False,False
3586,True,True,False,False
3587,True,False,True,False
3588,True,True,True,False
3589,True,False,True,False
3590,True,False,False,False
3591,True,False,True,False
3592,True,False,False,False
3593,True,True,True,False
3594,True,True,False,False
3595,True,False,True,False
3596,True,True,True,False
3597,True,False,False,False
3598,True,False,False,False
3599,True,False,True,False
3600,True,False,False,False
3601,True,False,False,False
3602,True,False,False,False
3603,True,True,True,False
3604,True,False,True,False
3605,True,False,False,False
3606,True,False,False,False
3607,True,False,False,False
3608,True,False,False,False
3609,True,False,True,False
3610,True,False,False,False
3611,True,False,False,False
3612,True,False,False,False
3613,True,False,False,False
3614,True,True,True,False
3615,True,False,False,False
3616,True,False,False,False
3617,True,False,False,False
3618,True,True,True,False
3619,True,False,False,False
3621,True,True,True,False
3622,True,True,True,False
3623,True,True,True,False
3624,True,True,True,False
3625,True,False,False,False
3627,True,False,False,False
3628,True,False,True,False
3629,True,False,False,False
3630,True,False,True,False
3631,True,False,False,False
3632,True,False,False,False
3633,True,False,False,False
3634,True,False,False,False
3635,True,False,False,False
3636,True,True,True,False
3637,True,False,False,False
3638,True,False,False,False
3639,True,False,False,False
3640,True,False,False,False
3641,True,False,False,False
3642,True,True,True,False
3643,True,True,True,False
3644,True,False,False,False
3645,True,True,True,False
3646,True,True,True,False
3647,True,False,False,False
3648,True,True,True,False
3649,True,False,False,False
3650,True,False,False,False
3651,True,False,True,False
3652,True,False,False,False
3653,True,True,True,False
3654,True,False,False,False
3655,True,True,True,False
3656,True,False,True,False
3657,True,False,False,False
3658,True,False,False,False
3659,True,False,False,False
3660,True,False,False,False
3661,True,True,False,False
3662,True,True,True,False
3663,True,False,False,False
3664,True,False,False,False
3665,True,False,True,False
3666,True,False,False,False
3667,True,False,False,False
3668,True,False,False,False
3669,True,True,True,False
3670,True,False,True,False
3671,True,False,False,False
3672,True,False,True,False
3673,True,False,False,False
3674,True,True,True,False
3675,True,True,True,False
3676,True,True,True,False
3677,True,True,True,False
3678,True,False,True,False
3679,True,True,True,False
3680,True,True,True,False
3681,True,True,True,False
3682,True,False,False,False
3683,True,False,False,False
3684,True,True,True,False
3685,True,True,True,False
3686,True,False,False,False
3687,True,True,True,False
3688,True,True,True,False
3689,True,True,True,False
3690,True,False,False,False
3691,True,True,True,False
3692,True,False,False,False
3693,True,True,True,False
3694,True,False,False,False
3695,True,True,True,False
3696,True,False,False,False
3697,True,True,True,False
3698,True,False,False,False
3699,True,True,True,False
3700,True,True,True,False
3701,True,True,True,False
3702,True,True,True,False
3703,True,True,True,False
3704,True,False,False,False
3705,True,True,True,False
3706,True,True,True,False
3707,True,True,True,False
3708,True,True,True,False
3709,True,True,True,False
3710,True,False,False,False
3711,True,True,True,False
3712,True,True,True,False
3713,True,False,False,False
3714,True,True,True,False
3715,True,False,False,False
3716,True,False,False,False
3717,True,False,False,False
3718,True,False,False,False
3719,True,False,False,False
3720,True,False,False,False
3721,True,True,True,False
3722,True,True,True,False
3723,True,False,False,False
3724,True,False,True,False
3725,True,True,True,False
3726,True,True,True,False
3727,True,False,False,False
3728,True,False,True,False
3729,True,False,True,False
3730,True,False,False,False
3731,True,False,True,False
3732,True,False,False,False
3733,True,True,True,False
3734,True,False,True,False
3735,True,False,True,False
3736,True,False,True,False
3737,True,False,False,False
3738,True,False,False,False
3739,True,True,True,False
3740,True,True,True,False
3741,True,False,False,False
3742,True,True,True,False
3743,True,False,True,False
3744,True,False,False,False
3745,True,False,False,False
3746,True,False,True,False
3747,True,False,True,False
3748,True,False,True,False
3749,True,True,True,False
3750,True,False,False,False
3751,True,False,False,False
3752,True,True,True,False
3753,True,False,True,False
3754,True,False,False,False
3755,True,True,True,False
3756,True,False,False,False
3757,True,False,False,False
3758,True,False,True,False
3759,True,True,True,False
3760,True,False,False,False
3761,True,False,False,False
3762,True,False,True,False
3763,True,True,False,False
3764,True,True,False,False
3765,True,True,True,False
3766,True,False,False,False
3767,True,False,True,False
3768,True,True,True,False
3769,True,True,True,False
3770,True,False,False,False
3771,True,False,False,False
3772,True,True,True,False
3773,True,False,True,False
3774,True,False,False,False
3775,True,False,True,False
3776,True,False,True,False
3777,True,True,True,False
3778,True,False,True,False
3779,True,False,False,False
3780,True,True,True,False
3781,True,True,True,False
3782,True,False,False,False
3783,True,False,False,False
3784,True,False,False,False
3785,True,False,True,False
3786,True,False,False,False
3787,True,True,True,False
3788,True,False,True,False
3789,True,False,False,False
3790,True,True,True,False
3791,True,False,False,False
3792,True,True,True,False
3793,True,False,False,False
3794,True,True,True,False
3795,True,False,False,False
3796,True,True,True,False
3797,True,False,False,False
3798,True,False,False,False
3799,True,False,False,False
3800,True,False,False,False
3801,True,False,False,False
3802,True,False,False,False
3803,True,False,False,False
3804,True,True,True,False
3805,True,False,False,False
3806,True,False,False,False
3807,True,False,True,False
3808,True,False,False,False
3809,True,False,False,False
3810,True,False,True,False
3811,True,True,True,False
3812,True,True,True,False
3813,True,False,False,False
3814,True,True,False,False
3815,True,False,False,False
3816,True,True,True,False
3817,True,True,True,False
3818,True,True,True,False
3819,True,True,True,False
3820,True,True,True,False
3821,True,True,True,False
3822,True,True,True,False
3823,True,True,True,False
3824,True,False,False,False
3825,True,False,False,False
3826,True,False,False,False
3827,True,False,False,False
3828,True,False,False,False
3829,True,False,False,False
3830,True,False,False,False
3831,True,False,False,False
3832,True,False,False,False
3833,True,False,False,False
3834,True,False,False,False
3835,True,False,False,False
3836,True,True,True,False
3837,True,False,False,False
3838,True,False,False,False
3839,True,False,False,False
3840,True,False,False,False
3841,True,False,False,False
3842,True,False,False,False
3843,True,False,True,False
3844,True,False,True,False
3845,True,True,True,False
3846,True,False,False,False
3847,True,False,False,False
3848,True,False,False,False
3849,True,False,False,False
3850,True,True,True,False
3851,True,True,False,False
3852,True,False,False,False
3853,True,True,True,False
3854,True,False,False,False
3855,True,False,False,False
3856,True,True,True,False
3857,True,False,True,False
3858,True,False,False,False
3859,True,False,False,False
3860,True,True,True,False
3861,True,False,False,False
3862,True,False,False,False
3863,True,False,False,False
3864,True,True,True,False
3865,True,False,False,False
3866,True,False,False,False
3867,True,False,True,False
3868,True,False,False,False
3869,True,False,False,False
3870,True,False,False,False
3871,True,True,True,False
3872,True,True,True,False
3873,True,True,True,False
3874,True,False,True,False
3875,True,False,False,False
3876,True,True,True,False
3877,True,True,True,False
3878,True,True,True,False
3879,True,False,False,False
3880,True,False,False,False
3881,True,True,True,False
3882,True,True,True,False
3883,True,True,True,False
3884,True,True,True,False
3885,True,False,False,False
3886,True,False,True,False
3887,True,False,False,False
3888,True,False,False,False
3889,True,False,False,False
3890,True,False,False,False
3891,True,False,False,False
3892,True,False,False,False
3893,True,False,False,False
3894,True,False,False,False
3895,True,False,False,False
3896,True,False,True,False
3897,True,True,True,False
3898,True,True,True,False
3899,True,False,False,False
3900,True,False,False,False
3901,True,False,False,False
3902,True,True,True,False
3903,True,False,False,False
3904,True,True,True,False
3905,True,True,True,False
3906,True,False,False,False
3907,True,True,True,False
3908,True,True,True,False
3909,True,True,True,False
3910,True,False,False,False
3911,True,True,True,False
3913,True,False,False,False
3914,True,False,False,False
3915,True,False,False,False
3916,True,True,True,False
3917,True,False,False,False
3918,True,False,False,False
3919,True,False,True,False
3920,True,False,True,False
3921,True,False,False,False
3922,True,False,False,False
3923,True,False,False,False
3924,True,False,False,False
3925,True,True,False,False
3926,True,False,False,False
3927,True,False,False,False
3928,True,True,True,False
3929,True,False,False,False
3930,True,False,False,False
3931,True,False,False,False
3932,True,False,False,False
3933,True,False,False,False
3934,True,False,False,False
3935,True,False,False,False
3936,True,False,False,False
3937,True,False,False,False
3938,True,False,False,False
3939,True,False,False,False
3940,True,False,False,False
3941,True,False,False,False
3942,True,False,False,False
3943,True,False,False,False
3944,True,False,True,False
3945,True,False,True,False
3946,True,True,True,False
3947,True,True,True,False
3948,True,False,False,False
3949,True,True,True,False
3950,True,True,True,False
3951,True,True,True,False
3952,True,True,True,False
3953,True,False,False,False
3954,True,True,True,False
3955,True,False,False,False
3956,True,False,False,False
3957,True,False,True,False
3958,True,False,False,False
3959,True,False,True,False
3960,True,False,False,False
3961,True,False,True,False
3962,True,False,False,False
3963,True,True,True,False
3964,True,False,True,False
3965,True,False,False,False
3966,True,False,False,False
3967,True,True,True,False
3968,True,True,True,False
3969,True,False,True,False
3970,True,False,False,False
3971,True,False,False,False
3972,True,False,False,False
3973,True,False,True,False
3974,True,False,False,False
3975,True,False,False,False
3976,True,True,True,False
3977,True,False,False,False
3978,True,True,True,False
3979,True,False,False,False
3980,True,False,False,False
3981,True,False,False,False
3982,True,False,True,False
3983,True,False,True,False
3984,True,False,False,False
3985,True,True,True,False
3986,True,False,False,False
3987,True,False,False,False
3988,True,True,True,False
3989,True,False,True,False
3990,True,True,True,False
3991,True,False,False,False
3992,True,False,False,False
3993,True,False,False,False
3994,True,False,False,False
3995,True,False,False,False
3996,True,False,True,False
3997,True,False,False,False
3998,True,False,False,False
3999,True,False,True,False
4000,True,False,True,False
4001,True,True,True,False
4002,True,True,True,False
4003,True,False,False,False
4004,True,False,True,False
4005,True,False,False,False
4006,True,False,True,False
4007,True,False,False,False
4008,True,False,False,False
4009,True,False,True,False
4010,True,False,False,False
4011,True,True,True,False
4012,True,False,False,False
4013,True,True,True,False
4014,True,False,False,False
4015,True,False,True,False
4016,True,False,True,False
4017,True,False,False,False
4018,True,False,False,False
4019,True,False,False,False
4020,True,False,True,False
4021,True,True,True,False
4022,True,False,False,False
4023,True,True,True,False
4024,True,False,False,False
4025,True,False,False,False
4026,True,True,False,False
4027,True,True,True,False
4028,True,True,True,False
4029,True,False,True,False
4031,True,False,False,False
4032,True,True,True,False
4033,True,False,True,False
4034,True,False,False,False
4036,True,False,False,False
4037,True,False,False,False
4038,True,True,False,False
4039,True,True,True,False
4040,True,True,True,False
4041,True,True,True,False
4042,True,False,True,False
4043,True,True,True,False
4044,True,False,True,False
4045,True,True,False,False
4046,True,False,True,False
4047,True,False,False,False
4048,True,False,False,False
4049,True,False,True,False
4050,True,True,True,False
4051,True,True,True,False
4053,True,False,False,False
4054,True,False,False,False
4055,True,False,False,False
4056,True,True,True,False
4057,True,False,False,False
4058,True,False,True,False
4059,True,False,True,False
4060,True,False,False,False
4061,True,False,True,False
4062,True,False,False,False
4063,True,False,True,False
4064,True,False,False,False
4065,True,False,False,False
4066,True,False,False,False
4067,True,False,False,False
4068,True,False,False,False
4069,True,False,False,False
4070,True,False,False,False
4071,True,False,False,False
4072,True,False,False,False
4073,True,False,False,False
4074,True,False,False,False
4075,True,False,True,False
4076,True,True,True,False
4077,True,False,False,False
4078,True,False,False,False
4079,True,False,False,False
4080,True,False,False,False
4081,True,False,False,False
4082,True,True,True,False
4083,True,True,True,False
4084,True,False,True,False
4085,True,False,False,False
4086,True,True,True,False
4087,True,False,False,False
4088,True,False,True,False
4089,True,False,False,False
4090,True,False,False,False
4091,True,False,False,False
4092,True,True,True,False
4093,True,True,True,False
4094,True,False,False,False
4095,True,False,False,False
4096,True,False,True,False
4097,True,False,False,False
4098,True,False,False,False
4099,True,False,False,False
4100,True,True,True,False
4101,True,False,False,False
4102,True,True,True,False
4103,True,False,False,False
4104,True,True,True,False
4105,True,True,True,False
4106,True,False,True,False
4107,True,False,True,False
4108,True,True,True,False
4109,True,False,True,False
4110,True,False,True,False
4111,True,False,False,False
4112,True,False,False,False
4113,True,False,False,False
4114,True,True,True,False
4115,True,False,False,False
4116,True,False,False,False
4117,True,False,False,False
4118,True,False,False,False
4119,True,False,False,False
4120,True,False,False,False
4121,True,False,False,False
4122,True,True,True,False
4123,True,True,True,False
4124,True,False,False,False
4125,True,False,False,False
4126,True,False,False,False
4127,True,False,True,False
